gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,15,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),86.43,1354.38,1
Male,0,Yes,No,13,Yes,No,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,88.94,1166.28,1
Female,1,No,No,2,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),62.73,54.89,1
Male,0,No,Yes,4,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,51.72,213.06,0
Female,0,No,Yes,4,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),72.75,284.33,0
Male,0,Yes,Yes,40,No,No phone service,DSL,No,No internet service,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),100.54,3942.91,0
Male,0,Yes,No,43,No,No phone service,No,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,44.42,2021.44,1
Female,0,Yes,No,37,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.97,2191.42,0
Male,0,Yes,No,37,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,107.64,4007.83,0
Male,0,Yes,Yes,55,Yes,Yes,DSL,No internet service,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,103.43,5788.19,1
Male,1,Yes,Yes,37,Yes,No,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),91.23,3282.66,0
Female,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No internet service,No,No,No,One year,No,Bank transfer (automatic),89.84,3173.41,0
Female,0,Yes,Yes,36,No,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,No,One year,Yes,Mailed check,55.27,1924.9,0
Male,0,Yes,No,31,No,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),75.89,2361.71,1
Male,1,Yes,Yes,67,No,No phone service,Fiber optic,No,No internet service,No,No,No,No internet service,One year,No,Bank transfer (automatic),89.6,6067.07,1
Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No,One year,No,Credit card (automatic),109.96,4386.37,0
Male,1,No,No,44,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),121.01,5225.6,1
Male,0,Yes,Yes,56,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,136.74,7655.78,0
Male,1,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),93.02,4617.03,1
Male,0,Yes,Yes,25,No,No phone service,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,119.07,2988.04,1
Female,0,Yes,No,63,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,53.26,3334.88,0
Male,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,One year,Yes,Electronic check,126.22,7704.36,0
Female,0,No,No,68,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),40.14,2679.98,1
Male,0,No,No,61,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),86.22,5246.51,1
Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),106.08,7144.86,1
Female,0,Yes,Yes,31,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),74.48,2381.6,1
Female,0,No,No,29,Yes,No,DSL,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,68.0,1925.88,1
Male,0,Yes,No,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,50.79,246.23,0
Female,0,Yes,Yes,38,No,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),134.94,5095.05,1
Female,0,No,No,27,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,46.48,1282.0,0
Female,0,No,Yes,29,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),50.12,1446.83,0
Male,0,Yes,No,51,No,No phone service,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,22.0,1169.99,0
Female,0,Yes,Yes,66,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),112.98,7386.68,1
Female,0,No,Yes,21,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,142.15,2972.81,0
Male,0,No,Yes,29,No,No phone service,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.29,695.85,1
Male,1,Yes,Yes,65,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),101.63,6656.22,0
Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),99.58,3681.56,0
Female,0,No,Yes,26,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,84.68,2170.91,1
Female,0,No,Yes,30,No,No phone service,No,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),62.5,1970.05,1
Male,1,No,No,24,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),122.17,2921.48,0
Male,0,No,Yes,39,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),138.16,5421.85,1
Male,1,No,Yes,33,No,No phone service,No,No internet service,Yes,Yes,No,Yes,No,Two year,No,Mailed check,91.34,2959.88,0
Female,1,No,No,39,Yes,Yes,No,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,87.14,3400.61,1
Female,0,No,Yes,1,No,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No,Two year,Yes,Electronic check,118.28,115.88,0
Female,0,No,Yes,37,Yes,Yes,No,No internet service,No,Yes,No internet service,No,Yes,One year,No,Electronic check,40.47,1479.35,0
Female,0,No,No,39,Yes,No,No,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,46.01,1777.23,1
Male,0,No,Yes,30,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,67.04,1960.3,1
Male,0,Yes,No,18,No,No phone service,No,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,No,Mailed check,17.18,236.09,1
Female,0,Yes,Yes,69,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),131.51,9066.26,0
Male,0,No,No,60,No,No phone service,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,32.69,1961.15,0
Female,0,No,No,18,No,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,40.55,802.62,1
Female,0,No,No,24,No,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.73,1802.09,0
Male,0,Yes,No,12,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,119.93,1472.11,1
Male,0,No,No,6,Yes,Yes,No,No,No,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),76.29,398.21,0
Male,0,No,No,26,No,No phone service,No,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.93,1079.56,1
Female,0,No,No,68,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Electronic check,53.24,3624.55,0
Male,0,No,Yes,7,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,41.3,248.56,1
Female,0,No,Yes,8,No,No phone service,Fiber optic,No,No internet service,No,No,No internet service,Yes,Month-to-month,No,Electronic check,124.32,1056.34,1
Female,0,Yes,No,57,Yes,No,No,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.19,2428.15,1
Male,0,Yes,No,4,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,120.93,435.4,1
Male,0,Yes,No,8,No,No phone service,DSL,No internet service,No,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),38.87,230.98,0
Female,0,Yes,No,51,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,No,Two year,No,Credit card (automatic),109.27,5549.45,0
Male,0,Yes,Yes,70,No,No phone service,DSL,No,No internet service,No internet service,Yes,Yes,No,One year,No,Mailed check,112.43,7884.03,0
Female,1,No,Yes,11,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,One year,No,Mailed check,113.87,1237.8,0
Female,0,No,Yes,27,No,No phone service,No,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),33.99,972.97,0
Male,1,No,Yes,26,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),50.09,1242.73,1
Male,0,Yes,No,8,No,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),94.85,765.68,0
Male,0,Yes,No,31,No,No phone service,No,Yes,Yes,No internet service,No,No,Yes,Month-to-month,No,Mailed check,17.52,457.25,1
Male,1,Yes,No,62,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),108.42,6692.86,0
Female,1,Yes,No,46,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,132.73,6134.07,0
Female,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,67.72,1252.64,0
Female,0,No,No,21,No,No phone service,No,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),24.64,603.7,0
Male,0,No,Yes,16,No,No phone service,DSL,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),61.15,972.22,0
Male,0,Yes,Yes,19,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),94.8,1781.3,1
Female,0,No,Yes,24,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,No,Mailed check,101.26,2444.66,0
Female,0,No,Yes,67,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),134.72,9062.56,0
Male,0,No,Yes,11,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,128.82,1410.48,0
Male,1,No,No,69,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),116.76,8016.66,0
Male,0,No,No,38,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,89.01,3349.98,0
Male,0,No,No,22,No,No phone service,DSL,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),32.8,768.21,1
Female,1,No,No,31,Yes,Yes,No,Yes,No internet service,No,No,No,No,Two year,No,Electronic check,16.65,558.66,0
Female,0,No,Yes,46,No,No phone service,DSL,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,113.83,5280.87,1
Female,0,Yes,No,56,No,No phone service,DSL,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.87,4873.21,1
Female,0,Yes,No,59,No,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),68.02,4002.4,0
Female,1,No,Yes,3,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),69.5,229.21,1
Female,0,No,No,32,No,No phone service,No,No internet service,No internet service,No,No,Yes,No,Two year,No,Mailed check,47.37,1526.58,0
Male,0,Yes,No,42,Yes,No,DSL,No,No,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,103.97,4329.16,0
Male,1,No,No,27,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),103.67,2815.64,1
Male,0,Yes,Yes,20,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,27.4,554.47,0
Female,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Two year,No,Mailed check,129.01,3813.2,0
Female,1,Yes,No,15,No,No phone service,No,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),96.95,1423.03,1
Male,0,No,Yes,61,Yes,Yes,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,108.9,6689.51,0
Female,0,No,Yes,23,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),100.16,2369.37,0
Female,0,Yes,No,48,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.81,5103.78,0
Female,0,No,No,55,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),92.16,5105.06,1
Male,0,No,Yes,56,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,One year,No,Bank transfer (automatic),61.83,3446.28,0
Female,0,No,Yes,18,Yes,Yes,No,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),98.83,1829.85,1
Female,0,No,No,27,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,36.44,999.27,0
Male,0,No,Yes,11,No,No phone service,No,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,37.8,474.32,0
Male,0,Yes,Yes,52,No,No phone service,DSL,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,87.65,4606.59,0
Female,0,Yes,No,9,No,No phone service,Fiber optic,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,88.41,822.09,1
Female,0,No,No,57,No,No phone service,DSL,No internet service,No,No,No internet service,No,No,Two year,No,Bank transfer (automatic),53.88,2967.32,0
Male,1,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,108.54,5949.34,0
Female,0,No,No,25,Yes,No,DSL,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),28.99,611.49,0
Female,1,No,No,57,Yes,Yes,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,119.26,6740.13,0
Male,0,No,No,66,No,No phone service,DSL,No internet service,Yes,No,No internet service,No,No internet service,Two year,No,Credit card (automatic),59.75,3897.97,0
Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,57.11,834.9,0
Female,0,No,No,19,No,No phone service,DSL,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),51.43,1029.0,1
Female,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,63.52,131.98,1
Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),67.24,624.63,0
Female,1,No,Yes,43,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,130.5,5576.2,1
Male,0,No,Yes,58,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),77.53,4547.24,0
Female,0,No,Yes,10,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,127.28,1181.53,0
Male,0,Yes,Yes,14,Yes,No,No,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),54.67,828.52,0
Male,0,No,No,55,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),51.49,2900.25,0
Female,0,No,Yes,14,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),83.7,1148.34,0
Male,0,Yes,Yes,1,No,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),58.66,150.58,1
Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),77.18,3954.78,0
Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,51.03,1410.57,0
Female,0,No,Yes,8,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),44.66,404.25,0
Female,0,No,Yes,54,No,No phone service,No,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,21.88,1190.23,1
Male,0,No,No,69,No,No phone service,No,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,82.34,5665.23,1
Female,0,Yes,Yes,68,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),117.93,7951.89,0
Male,0,Yes,Yes,1,Yes,Yes,No,Yes,Yes,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),23.75,0.0,0
Female,0,No,Yes,69,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,50.22,3491.46,0
Male,0,No,No,31,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,109.68,3300.41,1
Female,0,Yes,No,68,No,No phone service,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,93.96,6454.19,0
Female,0,No,Yes,39,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,One year,No,Credit card (automatic),78.24,3051.03,0
Female,0,No,No,62,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,88.11,5452.04,1
Male,0,No,Yes,10,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),85.87,802.61,1
Female,0,Yes,Yes,19,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,33.43,687.53,0
Female,0,Yes,Yes,5,No,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Two year,Yes,Mailed check,109.23,562.41,0
Male,0,Yes,Yes,4,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,23.95,83.09,0
Female,0,Yes,Yes,48,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,41.29,1980.61,1
Male,0,No,Yes,1,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),48.97,62.98,0
Female,0,Yes,No,64,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),134.46,8676.44,0
Male,0,Yes,Yes,23,Yes,No,No,No,Yes,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),70.35,1712.26,0
Male,0,Yes,No,17,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),43.9,756.71,0
Male,0,Yes,Yes,57,Yes,No,No,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),81.87,4674.7,0
Female,0,Yes,Yes,38,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,70.64,2794.31,0
Male,0,No,No,20,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),43.67,862.86,0
Female,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Two year,No,Mailed check,56.56,259.47,0
Male,0,No,Yes,36,No,No phone service,Fiber optic,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,84.46,3031.62,1
Male,1,No,No,9,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.24,251.53,1
Female,1,Yes,Yes,18,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,39.73,730.35,1
Male,0,No,Yes,27,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),50.62,1380.69,0
Female,0,No,No,71,Yes,Yes,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,111.06,7829.62,0
Male,1,No,Yes,47,No,No phone service,No,No,No,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,107.59,5110.54,0
Female,0,No,Yes,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),41.37,114.99,1
Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,61.43,3391.01,1
Female,0,No,Yes,41,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,One year,No,Mailed check,111.16,4615.7,0
Male,0,Yes,Yes,38,No,No phone service,DSL,Yes,No,No,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),55.26,2112.52,0
Male,1,Yes,No,36,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),82.5,2999.67,0
Female,0,No,No,35,No,No phone service,DSL,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,52.82,1814.84,0
Male,0,Yes,Yes,23,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,No,Two year,Yes,Electronic check,57.63,1369.2,0
Female,0,Yes,No,29,No,No phone service,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),82.18,2485.23,1
Male,0,Yes,No,51,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,49.4,2560.76,1
Female,0,No,Yes,69,Yes,No,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,47.7,3311.83,0
Female,0,No,Yes,43,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,119.58,5116.34,0
Female,0,Yes,No,61,No,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),40.06,2430.76,1
Male,0,Yes,No,68,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),73.62,5088.3,0
Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No,Yes,Yes,No internet service,Two year,No,Credit card (automatic),45.48,2838.01,0
Male,1,Yes,Yes,6,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),125.53,772.94,0
Female,0,No,Yes,53,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,104.15,5469.61,0
Male,0,No,No,3,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,62.28,149.27,1
Male,0,Yes,No,46,No,No phone service,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),115.27,5260.64,1
Male,0,Yes,Yes,21,No,No phone service,No,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),13.54,292.24,0
Female,0,No,Yes,11,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),70.98,743.93,0
Male,0,Yes,No,32,No,No phone service,DSL,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),105.96,3417.72,0
Male,0,No,No,62,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),56.2,3456.45,0
Male,0,No,Yes,65,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),62.62,4097.7,1
Male,0,No,Yes,43,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,Yes,One year,Yes,Electronic check,95.3,4083.14,0
Male,0,No,No,16,No,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,39.08,583.21,0
Male,0,No,No,24,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No,Two year,No,Electronic check,22.76,560.54,0
Female,0,Yes,Yes,7,Yes,No,No,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,97.28,688.37,1
Female,0,No,Yes,51,No,No phone service,No,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Electronic check,93.86,4859.66,1
Female,0,Yes,Yes,50,No,No phone service,Fiber optic,No,No,Yes,No internet service,No,No internet service,One year,Yes,Credit card (automatic),70.6,3470.79,0
Male,0,Yes,Yes,63,Yes,No,DSL,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),106.46,6683.5,1
Female,1,Yes,Yes,17,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,59.58,937.53,0
Female,0,No,Yes,58,Yes,No,DSL,No,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.35,1712.91,1
Male,0,No,No,58,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.74,5607.53,1
Female,1,Yes,Yes,49,No,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,51.32,2483.84,0
Female,0,No,No,40,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),33.07,1287.45,0
Female,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,69.94,2183.19,1
Female,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),69.95,3316.54,0
Male,0,Yes,Yes,57,No,No phone service,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),65.82,3737.95,0
